REGION,Doedsaarsag,Koen2,Alder2,Aar,VAERDI
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2007,194
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2008,199
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2009,206
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2010,166
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2011,154
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2012,160
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2013,163
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2014,156
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2015,167
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,60-64,2016,168
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2002,85
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2003,101
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2004,99
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2005,123
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2006,137
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2007,132
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2008,172
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2009,149
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2010,134
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2011,168
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2012,170
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2013,171
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2014,196
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2015,190
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,65-69,2016,161
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2002,100
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2003,87
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2004,116
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2005,121
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2006,127
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2007,134
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2008,164
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2009,140
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2010,160
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2011,158
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2012,179
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2013,175
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2014,186
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2015,207
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,70-74,2016,222
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2002,193
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2003,161
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2004,169
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2005,196
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2006,213
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2007,209
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2008,223
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2009,243
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2010,232
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2011,251
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2012,267
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2013,245
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2014,265
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2015,293
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,75-79,2016,301
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2002,306
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2003,297
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2004,311
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2005,329
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2006,402
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2007,429
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2008,441
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2009,458
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2010,478
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2011,439
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2012,468
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2013,454
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2014,454
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2015,491
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,80-84,2016,548
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2002,994
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2003,862
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2004,858
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2005,1.132
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2006,1.193
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2007,1.256
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2008,1.380
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2009,1.490
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2010,1.518
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2011,1.520
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2012,1.533
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2013,1.704
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2014,1.690
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2015,1.818
Hele landet,A-06 Psykiske lidelser og adfærdsmæssige forstyrrelser,Begge køn,85+,2016,1.855
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2002,1.349
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2003,1.365
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2004,1.376
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2005,1.413
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2006,1.503
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2007,1.638
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2008,1.640
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2009,1.677
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2010,1.882
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2011,1.877
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2012,1.940
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2013,2.065
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2014,2.122
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2015,2.313
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,Alle aldre,2016,2.485
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2002,18
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2003,16
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2004,11
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2005,11
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2006,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2007,13
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2008,9
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2009,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2010,8
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2011,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2012,9
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2013,6
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2014,13
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2015,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,0-4,2016,10
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2002,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2003,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2004,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2005,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2006,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2007,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2008,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2009,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2010,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2011,6
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2012,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2013,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2014,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2015,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,5-9,2016,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2002,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2003,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2004,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2005,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2006,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2007,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2008,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2009,-
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2010,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2011,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2012,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2013,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2014,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2015,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,10-14,2016,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2002,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2003,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2004,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2005,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2006,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2007,9
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2008,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2009,8
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2010,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2011,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2012,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2013,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2014,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2015,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,15-19,2016,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2002,8
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2003,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2004,6
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2005,8
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2006,10
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2007,6
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2008,11
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2009,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2010,9
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2011,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2012,10
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2013,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2014,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2015,6
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,20-24,2016,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2002,9
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2003,8
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2004,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2005,9
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2006,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2007,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2008,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2009,8
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2010,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2011,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2012,10
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2013,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2014,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2015,6
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,25-29,2016,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2002,13
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2003,10
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2004,13
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2005,10
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2006,8
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2007,9
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2008,6
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2009,12
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2010,6
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2011,10
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2012,8
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2013,<5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2014,6
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2015,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,30-34,2016,5
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2002,23
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2003,18
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2004,15
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2005,7
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2006,10
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2007,16
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2008,12
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2009,15
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2010,13
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2011,13
Hele landet,A-07 Sygdomme i nervesystemet og sanseorganerne,Begge køn,35-39,2012,10
